"source","target","ligand","receptor","prob","pval","interaction_name","interaction_name_2","pathway_name","annotation","evidence"
"C5","C4","WNT5A","FZD3",8.58238209289045e-05,0,"WNT5A_FZD3","WNT5A - FZD3","ncWNT","Secreted Signaling","KEGG: hsa04310"
"C2","C5","WNT5A","FZD3",4.02085737200039e-05,0,"WNT5A_FZD3","WNT5A - FZD3","ncWNT","Secreted Signaling","KEGG: hsa04310"
"C3","C5","WNT5A","FZD3",8.73909142319076e-06,0,"WNT5A_FZD3","WNT5A - FZD3","ncWNT","Secreted Signaling","KEGG: hsa04310"
"C5","C5","WNT5A","FZD3",0.00113820277245257,0,"WNT5A_FZD3","WNT5A - FZD3","ncWNT","Secreted Signaling","KEGG: hsa04310"
"C5","C2","WNT5A","FZD4",0.00122248209390171,0,"WNT5A_FZD4","WNT5A - FZD4","ncWNT","Secreted Signaling","KEGG: hsa04310"
"C2","C3","WNT5A","FZD4",0.00020060591611768,0,"WNT5A_FZD4","WNT5A - FZD4","ncWNT","Secreted Signaling","KEGG: hsa04310"
"C5","C3","WNT5A","FZD4",0.00565387960404682,0,"WNT5A_FZD4","WNT5A - FZD4","ncWNT","Secreted Signaling","KEGG: hsa04310"
"C5","C4","WNT5A","FZD4",0.00227823055706397,0,"WNT5A_FZD4","WNT5A - FZD4","ncWNT","Secreted Signaling","KEGG: hsa04310"
"C5","C5","WNT5A","FZD4",0.000276253149245991,0,"WNT5A_FZD4","WNT5A - FZD4","ncWNT","Secreted Signaling","KEGG: hsa04310"
"C2","C8","WNT5A","FZD4",0.000299675116017208,0,"WNT5A_FZD4","WNT5A - FZD4","ncWNT","Secreted Signaling","KEGG: hsa04310"
"C5","C8","WNT5A","FZD4",0.00842335766869487,0,"WNT5A_FZD4","WNT5A - FZD4","ncWNT","Secreted Signaling","KEGG: hsa04310"
"C2","C5","WNT5A","FZD5",1.87603548940019e-05,0,"WNT5A_FZD5","WNT5A - FZD5","ncWNT","Secreted Signaling","KEGG: hsa04310"
"C3","C5","WNT5A","FZD5",4.07738174186155e-06,0,"WNT5A_FZD5","WNT5A - FZD5","ncWNT","Secreted Signaling","KEGG: hsa04310"
"C4","C5","WNT5A","FZD5",2.85519379311262e-06,0,"WNT5A_FZD5","WNT5A - FZD5","ncWNT","Secreted Signaling","KEGG: hsa04310"
"C5","C5","WNT5A","FZD5",0.000531369313479906,0,"WNT5A_FZD5","WNT5A - FZD5","ncWNT","Secreted Signaling","KEGG: hsa04310"
"C2","C3","WNT5A","FZD6",4.64730006352022e-05,0,"WNT5A_FZD6","WNT5A - FZD6","ncWNT","Secreted Signaling","KEGG: hsa04310"
"C5","C3","WNT5A","FZD6",0.00131530780186875,0,"WNT5A_FZD6","WNT5A - FZD6","ncWNT","Secreted Signaling","KEGG: hsa04310"
"C5","C4","WNT5A","FZD6",5.53190874580292e-05,0,"WNT5A_FZD6","WNT5A - FZD6","ncWNT","Secreted Signaling","KEGG: hsa04310"
"C2","C8","WNT5A","FZD6",8.03401645018788e-05,0.01,"WNT5A_FZD6","WNT5A - FZD6","ncWNT","Secreted Signaling","KEGG: hsa04310"
"C5","C8","WNT5A","FZD6",0.00227173667498667,0,"WNT5A_FZD6","WNT5A - FZD6","ncWNT","Secreted Signaling","KEGG: hsa04310"
"C2","C5","WNT5A","FZD7",6.74931710396426e-06,0,"WNT5A_FZD7","WNT5A - FZD7","ncWNT","Secreted Signaling","KEGG: hsa04310"
"C3","C5","WNT5A","FZD7",1.46688502343564e-06,0.03,"WNT5A_FZD7","WNT5A - FZD7","ncWNT","Secreted Signaling","KEGG: hsa04310"
"C4","C5","WNT5A","FZD7",1.02718803438214e-06,0.02,"WNT5A_FZD7","WNT5A - FZD7","ncWNT","Secreted Signaling","KEGG: hsa04310"
"C5","C5","WNT5A","FZD7",0.000191230786396046,0,"WNT5A_FZD7","WNT5A - FZD7","ncWNT","Secreted Signaling","KEGG: hsa04310"
"C2","C8","WNT5A","FZD8",1.06584194651422e-05,0,"WNT5A_FZD8","WNT5A - FZD8","ncWNT","Secreted Signaling","KEGG: hsa04310"
"C3","C8","WNT5A","FZD8",2.3164897249476e-06,0.02,"WNT5A_FZD8","WNT5A - FZD8","ncWNT","Secreted Signaling","KEGG: hsa04310"
"C4","C8","WNT5A","FZD8",1.62212518036232e-06,0.03,"WNT5A_FZD8","WNT5A - FZD8","ncWNT","Secreted Signaling","KEGG: hsa04310"
"C5","C8","WNT5A","FZD8",0.000301956500956651,0,"WNT5A_FZD8","WNT5A - FZD8","ncWNT","Secreted Signaling","KEGG: hsa04310"
"C5","C2","WNT5A","MCAM",0.00143387753797426,0,"WNT5A_MCAM","WNT5A - MCAM","ncWNT","Secreted Signaling","PMID: 24335906"
"C2","C3","WNT5A","MCAM",0.000265134171161751,0,"WNT5A_MCAM","WNT5A - MCAM","ncWNT","Secreted Signaling","PMID: 24335906"
"C5","C3","WNT5A","MCAM",0.00745945720245195,0,"WNT5A_MCAM","WNT5A - MCAM","ncWNT","Secreted Signaling","PMID: 24335906"
"C5","C4","WNT5A","MCAM",0.0034191930644391,0,"WNT5A_MCAM","WNT5A - MCAM","ncWNT","Secreted Signaling","PMID: 24335906"
"C5","C5","WNT5A","MCAM",0.00166809011560853,0,"WNT5A_MCAM","WNT5A - MCAM","ncWNT","Secreted Signaling","PMID: 24335906"
"C5","C6","WNT5A","MCAM",0.00192002238547343,0,"WNT5A_MCAM","WNT5A - MCAM","ncWNT","Secreted Signaling","PMID: 24335906"
"C5","C7","WNT5A","MCAM",0.00148746385565988,0,"WNT5A_MCAM","WNT5A - MCAM","ncWNT","Secreted Signaling","PMID: 24335906"
"C5","C8","WNT5A","MCAM",0.0029198698144131,0,"WNT5A_MCAM","WNT5A - MCAM","ncWNT","Secreted Signaling","PMID: 24335906"
"C5","C2","EGF","EGFR",0.00345868304113251,0,"EGF_EGFR","EGF - EGFR","EGF","Secreted Signaling","KEGG: hsa04012"
"C5","C3","EGF","EGFR",0.0023225032723725,0,"EGF_EGFR","EGF - EGFR","EGF","Secreted Signaling","KEGG: hsa04012"
"C5","C4","EGF","EGFR",0.00321260682319298,0,"EGF_EGFR","EGF - EGFR","EGF","Secreted Signaling","KEGG: hsa04012"
"C5","C5","EGF","EGFR",0.00713480749115124,0,"EGF_EGFR","EGF - EGFR","EGF","Secreted Signaling","KEGG: hsa04012"
"C5","C8","EGF","EGFR",0.00126321651046017,0,"EGF_EGFR","EGF - EGFR","EGF","Secreted Signaling","KEGG: hsa04012"
"C5","C2","EGF","EGFR_ERBB2",0.000216588184598905,0,"EGF_EGFR_ERBB2","EGF - (EGFR+ERBB2)","EGF","Secreted Signaling","KEGG: hsa04012"
"C5","C3","EGF","EGFR_ERBB2",0.000287817027420385,0,"EGF_EGFR_ERBB2","EGF - (EGFR+ERBB2)","EGF","Secreted Signaling","KEGG: hsa04012"
"C5","C4","EGF","EGFR_ERBB2",0.000384161672176268,0,"EGF_EGFR_ERBB2","EGF - (EGFR+ERBB2)","EGF","Secreted Signaling","KEGG: hsa04012"
"C5","C5","EGF","EGFR_ERBB2",0.00149807165573375,0,"EGF_EGFR_ERBB2","EGF - (EGFR+ERBB2)","EGF","Secreted Signaling","KEGG: hsa04012"
"C5","C2","EREG","EGFR",0.00634943827983418,0,"EREG_EGFR","EREG - EGFR","EGF","Secreted Signaling","KEGG: hsa04012"
"C5","C3","EREG","EGFR",0.00426771016539523,0,"EREG_EGFR","EREG - EGFR","EGF","Secreted Signaling","KEGG: hsa04012"
"C5","C4","EREG","EGFR",0.00589890985348928,0,"EREG_EGFR","EREG - EGFR","EGF","Secreted Signaling","KEGG: hsa04012"
"C5","C5","EREG","EGFR",0.0130577955244258,0,"EREG_EGFR","EREG - EGFR","EGF","Secreted Signaling","KEGG: hsa04012"
"C5","C6","EREG","EGFR",6.76756292980992e-05,0.03,"EREG_EGFR","EREG - EGFR","EGF","Secreted Signaling","KEGG: hsa04012"
"C5","C7","EREG","EGFR",3.8948857830496e-05,0.03,"EREG_EGFR","EREG - EGFR","EGF","Secreted Signaling","KEGG: hsa04012"
"C5","C8","EREG","EGFR",0.0023232864112377,0,"EREG_EGFR","EREG - EGFR","EGF","Secreted Signaling","KEGG: hsa04012"
"C5","C2","EREG","EGFR_ERBB2",0.000398695943459854,0,"EREG_EGFR_ERBB2","EREG - (EGFR+ERBB2)","EGF","Secreted Signaling","KEGG: hsa04012"
"C5","C3","EREG","EGFR_ERBB2",0.000529782398034932,0,"EREG_EGFR_ERBB2","EREG - (EGFR+ERBB2)","EGF","Secreted Signaling","KEGG: hsa04012"
"C5","C4","EREG","EGFR_ERBB2",0.000707065894707899,0,"EREG_EGFR_ERBB2","EREG - (EGFR+ERBB2)","EGF","Secreted Signaling","KEGG: hsa04012"
"C5","C5","EREG","EGFR_ERBB2",0.0027546844190558,0,"EREG_EGFR_ERBB2","EREG - (EGFR+ERBB2)","EGF","Secreted Signaling","KEGG: hsa04012"
"C5","C6","EREG","EGFR_ERBB2",6.40099820570959e-05,0,"EREG_EGFR_ERBB2","EREG - (EGFR+ERBB2)","EGF","Secreted Signaling","KEGG: hsa04012"
"C5","C7","EREG","EGFR_ERBB2",6.35738743620311e-05,0,"EREG_EGFR_ERBB2","EREG - (EGFR+ERBB2)","EGF","Secreted Signaling","KEGG: hsa04012"
"C5","C2","EREG","ERBB4",1.5801314617541e-05,0,"EREG_ERBB4","EREG - ERBB4","EGF","Secreted Signaling","KEGG: hsa04012"
"C5","C3","EREG","ERBB4",2.54854792482316e-06,0,"EREG_ERBB4","EREG - ERBB4","EGF","Secreted Signaling","KEGG: hsa04012"
"C5","C5","EREG","ERBB4",0.000392128623003753,0,"EREG_ERBB4","EREG - ERBB4","EGF","Secreted Signaling","KEGG: hsa04012"
"C5","C2","EREG","ERBB2_ERBB4",1.98337858046769e-05,0,"EREG_ERBB2_ERBB4","EREG - (ERBB2+ERBB4)","EGF","Secreted Signaling","KEGG: hsa04012"
"C5","C3","EREG","ERBB2_ERBB4",1.29253659052206e-05,0,"EREG_ERBB2_ERBB4","EREG - (ERBB2+ERBB4)","EGF","Secreted Signaling","KEGG: hsa04012"
"C5","C5","EREG","ERBB2_ERBB4",0.000475415892250376,0,"EREG_ERBB2_ERBB4","EREG - (ERBB2+ERBB4)","EGF","Secreted Signaling","KEGG: hsa04012"
"C5","C5","NRG1","ERBB3",0.00068788705820611,0,"NRG1_ERBB3","NRG1 - ERBB3","NRG","Secreted Signaling","KEGG: hsa04012"
"C5","C5","NRG1","ERBB2_ERBB3",0.000918812546661018,0,"NRG1_ERBB2_ERBB3","NRG1 - (ERBB2+ERBB3)","NRG","Secreted Signaling","KEGG: hsa04012"
"C5","C2","NRG1","ERBB4",3.36635718089206e-05,0,"NRG1_ERBB4","NRG1 - ERBB4","NRG","Secreted Signaling","KEGG: hsa04012"
"C5","C3","NRG1","ERBB4",5.42958060683416e-06,0,"NRG1_ERBB4","NRG1 - ERBB4","NRG","Secreted Signaling","KEGG: hsa04012"
"C5","C5","NRG1","ERBB4",0.00083504677041326,0,"NRG1_ERBB4","NRG1 - ERBB4","NRG","Secreted Signaling","KEGG: hsa04012"
"C5","C2","NRG1","ERBB2_ERBB4",4.22542709424158e-05,0,"NRG1_ERBB2_ERBB4","NRG1 - (ERBB2+ERBB4)","NRG","Secreted Signaling","KEGG: hsa04012"
"C5","C3","NRG1","ERBB2_ERBB4",2.75366580847766e-05,0,"NRG1_ERBB2_ERBB4","NRG1 - (ERBB2+ERBB4)","NRG","Secreted Signaling","KEGG: hsa04012"
"C5","C5","NRG1","ERBB2_ERBB4",0.00101231362314515,0,"NRG1_ERBB2_ERBB4","NRG1 - (ERBB2+ERBB4)","NRG","Secreted Signaling","KEGG: hsa04012"
"C5","C5","NRG2","ERBB3",0.000129480356227555,0,"NRG2_ERBB3","NRG2 - ERBB3","NRG","Secreted Signaling","KEGG: hsa04012"
"C8","C5","NRG2","ERBB3",1.55487351155889e-05,0,"NRG2_ERBB3","NRG2 - ERBB3","NRG","Secreted Signaling","KEGG: hsa04012"
"C5","C5","NRG2","ERBB2_ERBB3",0.000172979700045461,0,"NRG2_ERBB2_ERBB3","NRG2 - (ERBB2+ERBB3)","NRG","Secreted Signaling","KEGG: hsa04012"
"C8","C5","NRG2","ERBB2_ERBB3",2.07731781014988e-05,0,"NRG2_ERBB2_ERBB3","NRG2 - (ERBB2+ERBB3)","NRG","Secreted Signaling","KEGG: hsa04012"
"C5","C2","NRG2","ERBB4",6.33309785410613e-06,0,"NRG2_ERBB4","NRG2 - ERBB4","NRG","Secreted Signaling","KEGG: hsa04012"
"C8","C2","NRG2","ERBB4",7.60431878189879e-07,0.04,"NRG2_ERBB4","NRG2 - ERBB4","NRG","Secreted Signaling","KEGG: hsa04012"
"C5","C3","NRG2","ERBB4",1.02143876077481e-06,0,"NRG2_ERBB4","NRG2 - ERBB4","NRG","Secreted Signaling","KEGG: hsa04012"
"C5","C5","NRG2","ERBB4",0.000157198887107503,0,"NRG2_ERBB4","NRG2 - ERBB4","NRG","Secreted Signaling","KEGG: hsa04012"
"C8","C5","NRG2","ERBB4",1.88777939096909e-05,0,"NRG2_ERBB4","NRG2 - ERBB4","NRG","Secreted Signaling","KEGG: hsa04012"
"C5","C2","NRG2","ERBB2_ERBB4",7.94931389386018e-06,0,"NRG2_ERBB2_ERBB4","NRG2 - (ERBB2+ERBB4)","NRG","Secreted Signaling","KEGG: hsa04012"
"C8","C2","NRG2","ERBB2_ERBB4",9.54496587726619e-07,0.04,"NRG2_ERBB2_ERBB4","NRG2 - (ERBB2+ERBB4)","NRG","Secreted Signaling","KEGG: hsa04012"
"C5","C3","NRG2","ERBB2_ERBB4",5.1804212493416e-06,0,"NRG2_ERBB2_ERBB4","NRG2 - (ERBB2+ERBB4)","NRG","Secreted Signaling","KEGG: hsa04012"
"C5","C5","NRG2","ERBB2_ERBB4",0.000190597104117097,0,"NRG2_ERBB2_ERBB4","NRG2 - (ERBB2+ERBB4)","NRG","Secreted Signaling","KEGG: hsa04012"
"C8","C5","NRG2","ERBB2_ERBB4",2.28892117172304e-05,0,"NRG2_ERBB2_ERBB4","NRG2 - (ERBB2+ERBB4)","NRG","Secreted Signaling","KEGG: hsa04012"
"C5","C2","NRG4","ERBB4",1.32674799010523e-05,0,"NRG4_ERBB4","NRG4 - ERBB4","NRG","Secreted Signaling","KEGG: hsa04012"
"C5","C3","NRG4","ERBB4",2.13986856975285e-06,0,"NRG4_ERBB4","NRG4 - ERBB4","NRG","Secreted Signaling","KEGG: hsa04012"
"C5","C5","NRG4","ERBB4",0.000329268338074457,0,"NRG4_ERBB4","NRG4 - ERBB4","NRG","Secreted Signaling","KEGG: hsa04012"
"C5","C2","NRG4","ERBB2_ERBB4",1.66533311344382e-05,0,"NRG4_ERBB2_ERBB4","NRG4 - (ERBB2+ERBB4)","NRG","Secreted Signaling","KEGG: hsa04012"
"C5","C3","NRG4","ERBB2_ERBB4",1.08527016533212e-05,0,"NRG4_ERBB2_ERBB4","NRG4 - (ERBB2+ERBB4)","NRG","Secreted Signaling","KEGG: hsa04012"
"C5","C5","NRG4","ERBB2_ERBB4",0.000399209551198926,0,"NRG4_ERBB2_ERBB4","NRG4 - (ERBB2+ERBB4)","NRG","Secreted Signaling","KEGG: hsa04012"
"C5","C3","NRG1","ITGAV_ITGB3",0.000155405161392669,0,"NRG1_ITGAV_ITGB3","NRG1 - (ITGAV+ITGB3)","NRG","Secreted Signaling","PMID: 20682778"
"C5","C5","NRG1","ITGAV_ITGB3",0.000439416788414507,0,"NRG1_ITGAV_ITGB3","NRG1 - (ITGAV+ITGB3)","NRG","Secreted Signaling","PMID: 20682778"
"C3","C2","FGF1","FGFR1",0.000681669443366645,0.01,"FGF1_FGFR1","FGF1 - FGFR1","FGF","Secreted Signaling","PMC: 4393358"
"C3","C3","FGF1","FGFR1",0.000955054968946223,0,"FGF1_FGFR1","FGF1 - FGFR1","FGF","Secreted Signaling","PMC: 4393358"
"C3","C4","FGF1","FGFR1",0.00144196775018905,0,"FGF1_FGFR1","FGF1 - FGFR1","FGF","Secreted Signaling","PMC: 4393358"
"C3","C8","FGF1","FGFR1",0.000976509799067752,0.01,"FGF1_FGFR1","FGF1 - FGFR1","FGF","Secreted Signaling","PMC: 4393358"
"C2","C5","FGF1","FGFR2",2.92387774654331e-06,0.01,"FGF1_FGFR2","FGF1 - FGFR2","FGF","Secreted Signaling","PMC: 4393358"
"C3","C5","FGF1","FGFR2",8.94388911978599e-06,0.01,"FGF1_FGFR2","FGF1 - FGFR2","FGF","Secreted Signaling","PMC: 4393358"
"C4","C5","FGF1","FGFR2",1.74780891971546e-06,0.01,"FGF1_FGFR2","FGF1 - FGFR2","FGF","Secreted Signaling","PMC: 4393358"
"C5","C5","FGF1","FGFR2",1.59025525344871e-06,0.01,"FGF1_FGFR2","FGF1 - FGFR2","FGF","Secreted Signaling","PMC: 4393358"
"C6","C5","FGF1","FGFR2",4.62311329741485e-06,0.01,"FGF1_FGFR2","FGF1 - FGFR2","FGF","Secreted Signaling","PMC: 4393358"
"C7","C5","FGF1","FGFR2",1.41550266268553e-06,0.01,"FGF1_FGFR2","FGF1 - FGFR2","FGF","Secreted Signaling","PMC: 4393358"
"C2","C3","FGF1","FGFR3",1.61862519819728e-05,0,"FGF1_FGFR3","FGF1 - FGFR3","FGF","Secreted Signaling","PMC: 4393358"
"C3","C3","FGF1","FGFR3",4.95109927941556e-05,0,"FGF1_FGFR3","FGF1 - FGFR3","FGF","Secreted Signaling","PMC: 4393358"
"C4","C3","FGF1","FGFR3",9.6757214084845e-06,0,"FGF1_FGFR3","FGF1 - FGFR3","FGF","Secreted Signaling","PMC: 4393358"
"C5","C3","FGF1","FGFR3",8.80352401422998e-06,0,"FGF1_FGFR3","FGF1 - FGFR3","FGF","Secreted Signaling","PMC: 4393358"
"C6","C3","FGF1","FGFR3",2.55928279158019e-05,0,"FGF1_FGFR3","FGF1 - FGFR3","FGF","Secreted Signaling","PMC: 4393358"
"C7","C3","FGF1","FGFR3",7.83611406650889e-06,0,"FGF1_FGFR3","FGF1 - FGFR3","FGF","Secreted Signaling","PMC: 4393358"
"C2","C5","FGF1","FGFR3",4.82672190268882e-05,0,"FGF1_FGFR3","FGF1 - FGFR3","FGF","Secreted Signaling","PMC: 4393358"
"C3","C5","FGF1","FGFR3",0.000147631465408453,0,"FGF1_FGFR3","FGF1 - FGFR3","FGF","Secreted Signaling","PMC: 4393358"
"C4","C5","FGF1","FGFR3",2.8853263343208e-05,0.02,"FGF1_FGFR3","FGF1 - FGFR3","FGF","Secreted Signaling","PMC: 4393358"
"C5","C5","FGF1","FGFR3",2.62523924702572e-05,0.01,"FGF1_FGFR3","FGF1 - FGFR3","FGF","Secreted Signaling","PMC: 4393358"
"C6","C5","FGF1","FGFR3",7.63160984684275e-05,0,"FGF1_FGFR3","FGF1 - FGFR3","FGF","Secreted Signaling","PMC: 4393358"
"C7","C5","FGF1","FGFR3",2.33675896193889e-05,0.03,"FGF1_FGFR3","FGF1 - FGFR3","FGF","Secreted Signaling","PMC: 4393358"
"C3","C2","FGF2","FGFR1",0.000161043347380938,0,"FGF2_FGFR1","FGF2 - FGFR1","FGF","Secreted Signaling","PMC: 4393358"
"C8","C2","FGF2","FGFR1",0.000971787114912719,0,"FGF2_FGFR1","FGF2 - FGFR1","FGF","Secreted Signaling","PMC: 4393358"
"C3","C3","FGF2","FGFR1",0.000225677406512625,0,"FGF2_FGFR1","FGF2 - FGFR1","FGF","Secreted Signaling","PMC: 4393358"
"C8","C3","FGF2","FGFR1",0.00136136667534898,0,"FGF2_FGFR1","FGF2 - FGFR1","FGF","Secreted Signaling","PMC: 4393358"
"C3","C4","FGF2","FGFR1",0.00034086070731904,0,"FGF2_FGFR1","FGF2 - FGFR1","FGF","Secreted Signaling","PMC: 4393358"
"C8","C4","FGF2","FGFR1",0.0020550020249699,0,"FGF2_FGFR1","FGF2 - FGFR1","FGF","Secreted Signaling","PMC: 4393358"
"C8","C5","FGF2","FGFR1",0.000324263020524594,0.02,"FGF2_FGFR1","FGF2 - FGFR1","FGF","Secreted Signaling","PMC: 4393358"
"C3","C6","FGF2","FGFR1",0.00012477354930463,0.02,"FGF2_FGFR1","FGF2 - FGFR1","FGF","Secreted Signaling","PMC: 4393358"
"C8","C6","FGF2","FGFR1",0.000753061068228256,0,"FGF2_FGFR1","FGF2 - FGFR1","FGF","Secreted Signaling","PMC: 4393358"
"C3","C7","FGF2","FGFR1",0.000144682384655136,0.01,"FGF2_FGFR1","FGF2 - FGFR1","FGF","Secreted Signaling","PMC: 4393358"
"C8","C7","FGF2","FGFR1",0.00087313175622296,0,"FGF2_FGFR1","FGF2 - FGFR1","FGF","Secreted Signaling","PMC: 4393358"
"C3","C8","FGF2","FGFR1",0.000230750920576104,0,"FGF2_FGFR1","FGF2 - FGFR1","FGF","Secreted Signaling","PMC: 4393358"
"C8","C8","FGF2","FGFR1",0.00139193637668308,0,"FGF2_FGFR1","FGF2 - FGFR1","FGF","Secreted Signaling","PMC: 4393358"
"C3","C5","FGF2","FGFR2",2.11189409373714e-06,0.01,"FGF2_FGFR2","FGF2 - FGFR2","FGF","Secreted Signaling","PMC: 4393358"
"C4","C5","FGF2","FGFR2",6.12280941073242e-07,0,"FGF2_FGFR2","FGF2 - FGFR2","FGF","Secreted Signaling","PMC: 4393358"
"C8","C5","FGF2","FGFR2",1.27540513794924e-05,0,"FGF2_FGFR2","FGF2 - FGFR2","FGF","Secreted Signaling","PMC: 4393358"
"C3","C3","FGF2","FGFR3",1.16912466337933e-05,0,"FGF2_FGFR3","FGF2 - FGFR3","FGF","Secreted Signaling","PMC: 4393358"
"C4","C3","FGF2","FGFR3",3.38955263173853e-06,0,"FGF2_FGFR3","FGF2 - FGFR3","FGF","Secreted Signaling","PMC: 4393358"
"C8","C3","FGF2","FGFR3",7.06018181423019e-05,0,"FGF2_FGFR3","FGF2 - FGFR3","FGF","Secreted Signaling","PMC: 4393358"
"C3","C5","FGF2","FGFR3",3.48634748882694e-05,0,"FGF2_FGFR3","FGF2 - FGFR3","FGF","Secreted Signaling","PMC: 4393358"
"C4","C5","FGF2","FGFR3",1.01078637052552e-05,0,"FGF2_FGFR3","FGF2 - FGFR3","FGF","Secreted Signaling","PMC: 4393358"
"C8","C5","FGF2","FGFR3",0.000210511113241555,0,"FGF2_FGFR3","FGF2 - FGFR3","FGF","Secreted Signaling","PMC: 4393358"
"C8","C8","FGF2","FGFR3",1.10291615793217e-05,0.02,"FGF2_FGFR3","FGF2 - FGFR3","FGF","Secreted Signaling","PMC: 4393358"
"C5","C2","FGF9","FGFR1",0.000427598621047432,0,"FGF9_FGFR1","FGF9 - FGFR1","FGF","Secreted Signaling","PMC: 4393358"
"C5","C3","FGF9","FGFR1",0.000599149392123814,0,"FGF9_FGFR1","FGF9 - FGFR1","FGF","Secreted Signaling","PMC: 4393358"
"C5","C4","FGF9","FGFR1",0.000904776240268011,0,"FGF9_FGFR1","FGF9 - FGFR1","FGF","Secreted Signaling","PMC: 4393358"
"C5","C5","FGF9","FGFR1",0.000142628062084204,0,"FGF9_FGFR1","FGF9 - FGFR1","FGF","Secreted Signaling","PMC: 4393358"
"C5","C6","FGF9","FGFR1",0.000331315773915895,0,"FGF9_FGFR1","FGF9 - FGFR1","FGF","Secreted Signaling","PMC: 4393358"
"C5","C7","FGF9","FGFR1",0.000384167771216976,0,"FGF9_FGFR1","FGF9 - FGFR1","FGF","Secreted Signaling","PMC: 4393358"
"C5","C8","FGF9","FGFR1",0.000612613884922589,0,"FGF9_FGFR1","FGF9 - FGFR1","FGF","Secreted Signaling","PMC: 4393358"
"C5","C5","FGF9","FGFR2",5.60892872630357e-06,0,"FGF9_FGFR2","FGF9 - FGFR2","FGF","Secreted Signaling","PMC: 4393358"
"C5","C3","FGF9","FGFR3",3.10500082028033e-05,0,"FGF9_FGFR3","FGF9 - FGFR3","FGF","Secreted Signaling","PMC: 4393358"
"C5","C5","FGF9","FGFR3",9.25880430901028e-05,0,"FGF9_FGFR3","FGF9 - FGFR3","FGF","Secreted Signaling","PMC: 4393358"
"C5","C8","FGF9","FGFR3",4.85035849310803e-06,0.02,"FGF9_FGFR3","FGF9 - FGFR3","FGF","Secreted Signaling","PMC: 4393358"
"C5","C2","FGF23","FGFR1",0.000329698252216113,0,"FGF23_FGFR1","FGF23 - FGFR1","FGF","Secreted Signaling","PMC: 4393358"
"C5","C3","FGF23","FGFR1",0.000462132586994476,0,"FGF23_FGFR1","FGF23 - FGFR1","FGF","Secreted Signaling","PMC: 4393358"
"C5","C4","FGF23","FGFR1",0.000697700455524026,0,"FGF23_FGFR1","FGF23 - FGFR1","FGF","Secreted Signaling","PMC: 4393358"
"C5","C5","FGF23","FGFR1",0.000109965634261892,0,"FGF23_FGFR1","FGF23 - FGFR1","FGF","Secreted Signaling","PMC: 4393358"
"C5","C6","FGF23","FGFR1",0.00025545410401797,0,"FGF23_FGFR1","FGF23 - FGFR1","FGF","Secreted Signaling","PMC: 4393358"
"C5","C7","FGF23","FGFR1",0.00029620811786716,0,"FGF23_FGFR1","FGF23 - FGFR1","FGF","Secreted Signaling","PMC: 4393358"
"C5","C8","FGF23","FGFR1",0.000472609107173778,0,"FGF23_FGFR1","FGF23 - FGFR1","FGF","Secreted Signaling","PMC: 4393358"
"C5","C3","FGF23","FGFR3",2.39462072988593e-05,0,"FGF23_FGFR3","FGF23 - FGFR3","FGF","Secreted Signaling","PMC: 4393358"
"C5","C5","FGF23","FGFR3",7.13841725514707e-05,0,"FGF23_FGFR3","FGF23 - FGFR3","FGF","Secreted Signaling","PMC: 4393358"
"C5","C8","FGF23","FGFR3",3.74135341552058e-06,0,"FGF23_FGFR3","FGF23 - FGFR3","FGF","Secreted Signaling","PMC: 4393358"
"C5","C2","PDGFA","PDGFRA",0.000202092374109328,0.02,"PDGFA_PDGFRA","PDGFA - PDGFRA","PDGF","Secreted Signaling","PMID: 15207812"
"C2","C4","PDGFA","PDGFRA",0.000362325731696015,0,"PDGFA_PDGFRA","PDGFA - PDGFRA","PDGF","Secreted Signaling","PMID: 15207812"
"C3","C4","PDGFA","PDGFRA",0.000455137260250341,0,"PDGFA_PDGFRA","PDGFA - PDGFRA","PDGF","Secreted Signaling","PMID: 15207812"
"C4","C4","PDGFA","PDGFRA",0.000293680293002562,0,"PDGFA_PDGFRA","PDGFA - PDGFRA","PDGF","Secreted Signaling","PMID: 15207812"
"C5","C4","PDGFA","PDGFRA",0.00277393061025219,0,"PDGFA_PDGFRA","PDGFA - PDGFRA","PDGF","Secreted Signaling","PMID: 15207812"
"C7","C4","PDGFA","PDGFRA",0.000179130323615831,0.02,"PDGFA_PDGFRA","PDGFA - PDGFRA","PDGF","Secreted Signaling","PMID: 15207812"
"C8","C4","PDGFA","PDGFRA",0.000917082524555807,0,"PDGFA_PDGFRA","PDGFA - PDGFRA","PDGF","Secreted Signaling","PMID: 15207812"
"C2","C5","PDGFA","PDGFRA",0.000142557614147101,0.03,"PDGFA_PDGFRA","PDGFA - PDGFRA","PDGF","Secreted Signaling","PMID: 15207812"
"C3","C5","PDGFA","PDGFRA",0.000179150090110182,0.01,"PDGFA_PDGFRA","PDGFA - PDGFRA","PDGF","Secreted Signaling","PMID: 15207812"
"C5","C5","PDGFA","PDGFRA",0.00109516411213544,0,"PDGFA_PDGFRA","PDGFA - PDGFRA","PDGF","Secreted Signaling","PMID: 15207812"
"C8","C5","PDGFA","PDGFRA",0.000361299331819457,0,"PDGFA_PDGFRA","PDGFA - PDGFRA","PDGF","Secreted Signaling","PMID: 15207812"
