"Condition","CM_Score","Ferro_Score","OXPHOS","Ferro_Def","NDUFB7"
"DCM",0.391254915145703,-0.19618694393249,0,0,0
"Donor",0.434873141663961,0.0469125019196233,0,0,0
"Donor",0.589841873291822,-0.0486319842389951,0,0.115524530093324,0
"DCM",1.12735650416477,0.302654529756859,0.519860385419959,0.231049060186648,0
"Donor",0.577493429868455,-0.0875414796129652,0.173286795139986,0,1
"Donor",1.24018382332569,0.11450242400655,0.447939867307014,0.115524530093324,1
"Donor",0.454929124762194,-0.0212003484255918,0,0.115524530093324,0
"Donor",0.62707898767856,0.283709611387632,0.519860385419959,0.298626578204676,0
"DCM",1.17928222691199,0.00272614142294958,0,0,0
"DCM",0.417045804556377,0.492233086267025,0.447939867307014,0.298626578204676,0
"Donor",0.437786957737141,0.0415768072763197,0.346573590279973,0,0
"Donor",1.11163077367356,-0.113409971567364,0.447939867307014,0.231049060186648,0
"Donor",1.24450931639219,0.260591659426066,0,0.115524530093324,0
"Donor",0.418368489449428,0.334051089395526,0.519860385419959,0.183102048111352,0
"Donor",0.749931348849105,0.0104698929627025,0.173286795139986,0.115524530093324,0
"Donor",0.733193207980331,-0.113990556862203,0.173286795139986,0.115524530093324,0
"Donor",0.991963375852011,-0.0333619926456349,0,0,0
"Donor",0.854332831982053,0.0672401941622489,0.346573590279973,0.346573590279973,1
"Donor",0.399348477823124,0.00842759997927217,0.447939867307014,0.346573590279973,0
"Donor",0.387725761992104,0.1928264455303,0.346573590279973,0,0
"Donor",1.19045325680451,-0.204798960530034,0,0.115524530093324,0
"Donor",0.79013799125316,-0.22729788036173,0.447939867307014,0,0
"Donor",0.380510982332672,-0.177170581443905,0.173286795139986,0.231049060186648,0
"Donor",0.847859579413814,-0.230379826497025,0,0,0
"Donor",1.16675844600947,0.18735290260683,0.173286795139986,0.298626578204676,0
"Donor",1.33763280318249,-0.0665727774334201,0.693147180559945,0,0
"Donor",0.717364930849752,0.173906856638398,0.346573590279973,0.115524530093324,1
"Donor",1.24245840527439,0.0996621646712438,0,0.183102048111352,0
"Donor",0.205740783746826,0.314948211016665,0,0.231049060186648,0
"Donor",0.990521364508333,-0.202277982456353,1.03972077083992,0.231049060186648,0
"Donor",1.19422057340739,0.0603314410983993,0.447939867307014,0.346573590279973,0
"Donor",1.18697060858018,-0.0214797354965206,0.346573590279973,0.115524530093324,0
"DCM",0.614168603291762,0.166855256343381,0.173286795139986,0,0
"Donor",1.05722569569161,-0.21133365050468,0.447939867307014,0,0
