cell_id,ndufb7_expression,cell_type
SC_97438_70_63,14,N_LA_NCM
SC_97438_22_24,4,N_LA_CM
SC_97438_28_50,2,N_LA_CM
SC_97438_33_2,32,N_LA_CM
SC_97438_28_36,0,N_LA_NCM
SC_97438_25_37,7,N_LA_NCM
SC_97438_43_1,1,N_LA_CM
SC_97438_64_43,18,N_LA_NCM
SC_97438_69_58,8,N_LA_CM
SC_97438_2_27,0,N_LA_CM
SC_97438_53_65,7,N_LA_NCM
SC_97438_17_12,6,N_LA_NCM
SC_97438_17_32,8,N_LA_CM
SC_97438_42_30,0,N_LA_CM
SC_97438_3_41,6,N_LA_NCM
SC_97438_19_55,2,N_LA_CM
SC_97438_11_18,0,N_LA_NCM
SC_97438_59_64,9,N_LA_NCM
SC_97438_15_10,5,N_LA_CM
SC_97438_17_47,4,N_LA_NCM
SC_97438_54_2,0,N_LA_CM
SC_97438_65_34,30,N_LA_CM
SC_97438_15_52,0,N_LA_CM
SC_97438_51_71,13,N_LA_NCM
SC_97438_64_46,0,N_LA_NCM
SC_97438_39_11,0,N_LA_CM
SC_97438_21_13,6,N_LA_NCM
SC_97438_34_65,12,N_LA_NCM
SC_97438_68_68,5,N_LA_NCM
SC_97438_12_67,12,N_LA_NCM
SC_97438_31_41,0,N_LA_NCM
SC_97438_70_54,15,N_LA_CM
SC_97438_59_38,11,N_LA_NCM
SC_97438_31_19,1,N_LA_NCM
SC_97438_63_63,13,N_LA_NCM
SC_97438_24_15,4,N_LA_NCM
SC_97438_7_25,0,N_LA_CM
SC_97438_15_29,2,N_LA_CM
SC_97438_22_15,13,N_LA_NCM
SC_97438_30_62,3,N_LA_NCM
SC_97438_0_65,4,N_LA_NCM
SC_97438_19_71,39,N_LA_NCM
SC_97438_57_21,9,N_LA_NCM
SC_97438_7_71,1,N_LA_NCM
SC_97438_56_23,7,N_LA_NCM
SC_97438_37_11,0,N_LA_CM
SC_97438_45_4,0,N_LA_CM
SC_97438_21_37,9,N_LA_NCM
SC_97438_21_19,0,N_LA_NCM
SC_97438_4_41,3,N_LA_NCM
SC_97438_61_21,5,N_LA_NCM
SC_97438_15_70,15,N_LA_NCM
SC_97438_68_34,25,N_LA_CM
SC_97438_65_26,11,N_LA_CM
SC_97438_66_57,46,N_LA_CM
SC_97438_9_58,1,N_LA_CM
SC_97438_17_36,7,N_LA_NCM
SC_97438_38_39,0,N_LA_NCM
SC_97438_42_7,0,N_LA_CM
SC_97438_29_43,11,N_LA_NCM
SC_97438_27_55,0,N_LA_CM
SC_97438_41_66,4,N_LA_NCM
SC_97438_57_42,1,N_LA_NCM
SC_97438_29_54,9,N_LA_CM
SC_97438_16_46,0,N_LA_NCM
SC_97438_10_47,0,N_LA_NCM
SC_97438_3_28,1,N_LA_CM
SC_97438_4_46,20,N_LA_NCM
SC_97438_12_52,5,N_LA_CM
SC_97438_41_41,1,N_LA_NCM
SC_97438_10_71,25,N_LA_NCM
SC_97438_10_52,1,N_LA_CM
SC_97438_24_71,16,N_LA_NCM
SC_97438_7_37,5,N_LA_NCM
SC_97438_6_33,0,N_LA_CM
SC_97438_61_43,2,N_LA_NCM
SC_97438_64_40,22,N_LA_NCM
SC_97438_1_28,0,N_LA_CM
SC_97438_37_36,2,N_LA_NCM
SC_97438_59_33,10,N_LA_CM
SC_97438_14_6,0,N_LA_CM
SC_97438_14_30,11,N_LA_CM
SC_97438_6_58,0,N_LA_CM
SC_97438_61_33,18,N_LA_CM
SC_97438_11_13,41,N_LA_NCM
SC_97438_27_56,1,N_LA_CM
SC_97438_24_26,8,N_LA_CM
SC_97438_67_6,6,N_LA_CM
SC_97438_64_50,13,N_LA_CM
SC_97438_16_51,3,N_LA_CM
SC_97438_8_50,1,N_LA_CM
SC_97438_35_63,3,N_LA_NCM
SC_97438_1_13,5,N_LA_NCM
SC_97438_35_26,1,N_LA_CM
SC_97438_70_53,22,N_LA_CM
SC_97438_34_2,2,N_LA_CM
SC_97438_1_51,0,N_LA_CM
SC_97438_65_54,15,N_LA_CM
SC_97438_43_68,16,N_LA_NCM
SC_97438_17_44,2,N_LA_NCM
SC_97438_4_54,1,N_LA_CM
SC_97438_12_63,4,N_LA_NCM
SC_97438_30_10,6,N_LA_CM
SC_97438_53_69,29,N_LA_NCM
SC_97438_55_31,12,N_LA_CM
SC_97438_10_23,1,N_LA_NCM
SC_97438_0_26,0,N_LA_CM
SC_97438_18_41,1,N_LA_NCM
SC_97438_55_65,4,N_LA_NCM
SC_97438_55_69,3,N_LA_NCM
SC_97438_10_21,3,N_LA_NCM
SC_97438_14_25,4,N_LA_CM
SC_97438_8_37,2,N_LA_NCM
SC_97438_3_52,0,N_LA_CM
SC_97438_7_65,37,N_LA_NCM
SC_97438_39_33,0,N_LA_CM
SC_97438_12_1,0,N_LA_CM
SC_97438_26_35,0,N_LA_CM
SC_97438_21_49,7,N_LA_CM
SC_97438_27_31,0,N_LA_CM
SC_97438_34_10,0,N_LA_CM
SC_97438_46_23,4,N_LA_NCM
SC_97438_29_61,3,N_LA_NCM
SC_97438_68_60,9,N_LA_NCM
SC_97438_36_45,6,N_LA_NCM
SC_97438_34_43,1,N_LA_NCM
SC_97438_40_41,0,N_LA_NCM
SC_97438_62_8,12,N_LA_CM
SC_97438_25_28,18,N_LA_CM
SC_97438_23_4,0,N_LA_CM
SC_97438_38_61,3,N_LA_NCM
SC_97438_11_44,6,N_LA_NCM
SC_97438_28_1,11,N_LA_CM
SC_97438_1_15,8,N_LA_NCM
SC_97438_14_11,6,N_LA_CM
SC_97438_70_37,12,N_LA_NCM
SC_97438_63_9,5,N_LA_CM
SC_97438_35_41,0,N_LA_NCM
SC_97438_3_30,0,N_LA_CM
SC_97438_32_28,1,N_LA_CM
SC_97438_9_12,40,N_LA_NCM
SC_97438_32_20,8,N_LA_NCM
SC_97438_33_21,1,N_LA_NCM
SC_97438_6_17,0,N_LA_NCM
SC_97438_64_44,33,N_LA_NCM
SC_97438_7_33,0,N_LA_CM
SC_97438_52_60,6,N_LA_NCM
SC_97438_29_47,5,N_LA_NCM
SC_97438_10_37,4,N_LA_NCM
SC_97438_2_45,5,N_LA_NCM
SC_97438_62_49,6,N_LA_CM
SC_97438_3_18,6,N_LA_NCM
SC_97438_66_65,10,N_LA_NCM
SC_97438_39_9,2,N_LA_CM
SC_97438_44_45,1,N_LA_NCM
SC_97438_41_3,0,N_LA_CM
SC_97438_37_51,0,N_LA_CM
SC_97438_40_7,0,N_LA_CM
SC_97438_32_15,3,N_LA_NCM
SC_97438_65_50,7,N_LA_CM
SC_97438_2_13,3,N_LA_NCM
SC_97438_61_59,18,N_LA_CM
SC_97438_1_22,0,N_LA_NCM
SC_97438_1_69,0,N_LA_NCM
SC_97438_9_16,4,N_LA_NCM
SC_97438_51_64,5,N_LA_NCM
SC_97438_54_38,4,N_LA_NCM
SC_97438_6_23,10,N_LA_NCM
SC_97438_10_19,2,N_LA_NCM
SC_97438_40_32,0,N_LA_CM
SC_97438_20_66,0,N_LA_NCM
SC_97438_39_54,0,N_LA_CM
SC_97438_4_36,26,N_LA_NCM
SC_97438_65_48,106,N_LA_CM
SC_97438_5_9,1,N_LA_CM
SC_97438_23_43,3,N_LA_NCM
SC_97438_20_30,6,N_LA_CM
SC_97438_5_30,0,N_LA_CM
SC_97438_12_13,4,N_LA_NCM
SC_97438_17_1,0,N_LA_CM
SC_97438_23_7,0,N_LA_CM
SC_97438_11_8,0,N_LA_CM
SC_97438_0_9,1,N_LA_CM
SC_97438_51_45,6,N_LA_NCM
SC_97438_70_71,6,N_LA_NCM
SC_97438_4_44,10,N_LA_NCM
SC_97438_39_52,1,N_LA_CM
SC_97438_40_71,3,N_LA_NCM
SC_97438_46_32,0,N_LA_CM
SC_97438_28_60,0,N_LA_NCM
SC_97438_44_66,5,N_LA_NCM
SC_97438_17_18,3,N_LA_NCM
SC_97438_39_69,28,N_LA_NCM
SC_97438_1_47,87,N_LA_NCM
SC_97438_57_66,16,N_LA_NCM
SC_97438_2_10,3,N_LA_CM
SC_97438_28_17,9,N_LA_NCM
SC_97438_19_34,0,N_LA_CM
SC_97438_54_61,6,N_LA_NCM
SC_97438_6_19,1,N_LA_NCM
SC_97438_52_71,17,N_LA_NCM
SC_97438_38_40,0,N_LA_NCM
SC_97438_66_31,1,N_LA_CM
SC_97438_10_17,13,N_LA_NCM
SC_97438_31_64,3,N_LA_NCM
SC_97438_27_23,0,N_LA_NCM
SC_97438_36_61,36,N_LA_NCM
SC_97438_37_25,0,N_LA_CM
SC_97438_53_59,23,N_LA_CM
SC_97438_65_37,55,N_LA_NCM
SC_97438_38_28,2,N_LA_CM
SC_97438_59_3,1,N_LA_CM
SC_97438_16_68,37,N_LA_NCM
SC_97438_26_30,0,N_LA_CM
SC_97438_40_5,4,N_LA_CM
SC_97438_44_9,0,N_LA_CM
SC_97438_62_60,3,N_LA_NCM
SC_97438_10_7,0,N_LA_CM
SC_97438_5_54,0,N_LA_CM
SC_97438_22_60,2,N_LA_NCM
SC_97438_64_47,1,N_LA_NCM
SC_97438_32_70,0,N_LA_NCM
SC_97438_22_52,4,N_LA_CM
SC_97438_33_34,12,N_LA_CM
SC_97438_1_6,1,N_LA_CM
SC_97438_42_56,0,N_LA_CM
SC_97438_10_70,20,N_LA_NCM
SC_97438_18_2,1,N_LA_CM
SC_97438_23_19,3,N_LA_NCM
SC_97438_52_40,15,N_LA_NCM
SC_97438_27_27,12,N_LA_CM
SC_97438_50_44,13,N_LA_NCM
SC_97438_44_62,12,N_LA_NCM
SC_97438_48_3,1,N_LA_CM
SC_97438_8_28,0,N_LA_CM
SC_97438_30_64,15,N_LA_NCM
SC_97438_24_19,11,N_LA_NCM
SC_97438_33_59,40,N_LA_CM
SC_97438_30_48,1,N_LA_CM
SC_97438_44_59,0,N_LA_CM
SC_97438_15_47,0,N_LA_NCM
SC_97438_68_36,51,N_LA_NCM
SC_97438_59_32,5,N_LA_CM
SC_97438_14_31,5,N_LA_CM
SC_97438_62_71,4,N_LA_NCM
SC_97438_0_11,2,N_LA_CM
SC_97438_50_42,2,N_LA_NCM
SC_97438_3_53,2,N_LA_CM
SC_97438_68_24,17,N_LA_CM
SC_97438_19_51,4,N_LA_CM
SC_97438_30_29,4,N_LA_CM
SC_97438_2_35,0,N_LA_CM
SC_97438_42_63,7,N_LA_NCM
SC_97438_65_65,27,N_LA_NCM
SC_97438_5_17,9,N_LA_NCM
SC_97438_59_31,35,N_LA_CM
SC_97438_48_56,11,N_LA_CM
SC_97438_57_40,27,N_LA_NCM
SC_97438_46_67,8,N_LA_NCM
SC_97438_36_59,1,N_LA_CM
SC_97438_55_61,2,N_LA_NCM
SC_97438_40_52,2,N_LA_CM
SC_97438_32_65,4,N_LA_NCM
SC_97438_8_35,0,N_LA_CM
SC_97438_18_16,16,N_LA_NCM
SC_97438_13_54,2,N_LA_CM
SC_97438_35_44,4,N_LA_NCM
SC_97438_42_50,0,N_LA_CM
SC_97438_60_49,28,N_LA_CM
SC_97438_64_17,1,N_LA_NCM
SC_97438_44_34,0,N_LA_CM
SC_97438_28_32,9,N_LA_CM
SC_97438_38_50,0,N_LA_CM
SC_97438_1_10,0,N_LA_CM
SC_97438_9_30,1,N_LA_CM
SC_97438_13_18,5,N_LA_NCM
SC_97438_19_22,2,N_LA_NCM
SC_97438_30_54,1,N_LA_CM
SC_97438_5_2,0,N_LA_CM
SC_97438_28_40,3,N_LA_NCM
SC_97438_1_43,0,N_LA_NCM
SC_97438_32_58,1,N_LA_CM
SC_97438_1_7,0,N_LA_CM
SC_97438_48_19,14,N_LA_NCM
SC_97438_18_0,2,N_LA_CM
SC_97438_66_61,5,N_LA_NCM
SC_97438_56_27,7,N_LA_CM
SC_97438_19_16,4,N_LA_NCM
SC_97438_25_6,0,N_LA_CM
SC_97438_63_42,60,N_LA_NCM
SC_97438_30_21,0,N_LA_NCM
SC_97438_19_27,0,N_LA_CM
SC_97438_43_53,0,N_LA_CM
SC_97438_55_68,8,N_LA_NCM
SC_97438_25_62,4,N_LA_NCM
SC_97438_13_71,13,N_LA_NCM
SC_97438_64_35,13,N_LA_CM
SC_97438_57_48,1,N_LA_CM
SC_97438_18_51,12,N_LA_CM
SC_97438_62_38,5,N_LA_NCM
SC_97438_3_25,0,N_LA_CM
SC_97438_43_71,26,N_LA_NCM
SC_97438_7_42,14,N_LA_NCM
SC_97438_27_5,5,N_LA_CM
SC_97438_3_33,1,N_LA_CM
SC_97438_31_16,1,N_LA_NCM
SC_97438_24_70,10,N_LA_NCM
SC_97438_17_50,1,N_LA_CM
SC_97438_51_68,14,N_LA_NCM
SC_97438_46_2,2,N_LA_CM
SC_97438_6_62,3,N_LA_NCM
SC_97438_54_31,4,N_LA_CM
SC_97438_42_55,0,N_LA_CM
SC_97438_36_62,2,N_LA_NCM
SC_97438_28_25,5,N_LA_CM
SC_97438_25_27,9,N_LA_CM
SC_97438_65_46,0,N_LA_NCM
SC_97438_2_58,0,N_LA_CM
SC_97438_21_18,3,N_LA_NCM
SC_97438_23_21,3,N_LA_NCM
SC_97438_32_45,0,N_LA_NCM
SC_97438_26_60,4,N_LA_NCM
SC_97438_61_51,17,N_LA_CM
SC_97438_46_70,15,N_LA_NCM
SC_97438_50_51,8,N_LA_CM
SC_97438_50_71,12,N_LA_NCM
SC_97438_2_24,0,N_LA_CM
SC_97438_64_23,12,N_LA_NCM
SC_97438_56_16,0,N_LA_NCM
SC_97438_53_44,3,N_LA_NCM
SC_97438_34_68,0,N_LA_NCM
SC_97438_2_4,2,N_LA_CM
SC_97438_44_58,0,N_LA_CM
SC_97438_31_67,0,N_LA_NCM
SC_97438_4_67,62,N_LA_NCM
SC_97438_37_29,2,N_LA_CM
SC_97438_6_18,1,N_LA_NCM
SC_97438_52_45,51,N_LA_NCM
SC_97438_40_63,32,N_LA_NCM
SC_97438_10_24,4,N_LA_CM
SC_97438_61_65,15,N_LA_NCM
SC_97438_19_21,12,N_LA_NCM
SC_97438_50_58,30,N_LA_CM
SC_97438_0_58,1,N_LA_CM
SC_97438_54_68,40,N_LA_NCM
SC_97438_0_52,0,N_LA_CM
SC_97438_44_39,2,N_LA_NCM
SC_97438_71_60,27,N_LA_NCM
SC_97438_0_41,5,N_LA_NCM
SC_97438_47_52,7,N_LA_CM
SC_97438_30_19,1,N_LA_NCM
SC_97438_36_30,0,N_LA_CM
SC_97438_70_15,22,N_LA_NCM
SC_97438_37_43,5,N_LA_NCM
SC_97438_28_44,33,N_LA_NCM
SC_97438_7_50,0,N_LA_CM
SC_97438_58_31,14,N_LA_CM
SC_97438_64_18,3,N_LA_NCM
SC_97438_59_57,14,N_LA_CM
SC_97438_16_36,11,N_LA_NCM
SC_97438_14_2,21,N_LA_CM
SC_97438_33_69,0,N_LA_NCM
SC_97438_17_57,1,N_LA_CM
SC_97438_51_21,0,N_LA_NCM
SC_97438_21_20,9,N_LA_NCM
SC_97438_35_25,9,N_LA_CM
SC_97438_69_71,17,N_LA_NCM
SC_97438_10_13,10,N_LA_NCM
SC_97438_37_8,0,N_LA_CM
SC_97438_57_34,30,N_LA_CM
SC_97438_51_63,18,N_LA_NCM
SC_97438_23_48,2,N_LA_CM
SC_97438_57_64,11,N_LA_NCM
SC_97438_3_67,13,N_LA_NCM
SC_97438_5_19,10,N_LA_NCM
SC_97438_11_26,0,N_LA_CM
SC_97438_9_5,0,N_LA_CM
SC_97438_59_24,3,N_LA_CM
SC_97438_59_54,41,N_LA_CM
SC_97438_1_54,0,N_LA_CM
SC_97438_16_43,8,N_LA_NCM
SC_97438_70_68,29,N_LA_NCM
SC_97438_51_37,5,N_LA_NCM
SC_97438_61_26,5,N_LA_CM
SC_97438_11_52,2,N_LA_CM
SC_97438_24_62,6,N_LA_NCM
SC_97438_57_53,11,N_LA_CM
SC_97438_41_26,0,N_LA_CM
SC_97438_12_10,8,N_LA_CM
SC_97438_59_61,12,N_LA_NCM
SC_97438_28_54,0,N_LA_CM
SC_97438_22_22,3,N_LA_NCM
SC_97438_60_53,8,N_LA_CM
SC_97438_16_12,9,N_LA_NCM
SC_97438_35_32,0,N_LA_CM
SC_97438_26_17,8,N_LA_NCM
SC_97438_36_49,1,N_LA_CM
SC_97438_41_10,0,N_LA_CM
SC_97438_36_2,10,N_LA_CM
SC_97438_30_69,3,N_LA_NCM
SC_97438_3_0,0,N_LA_CM
SC_97438_16_58,7,N_LA_CM
SC_97438_50_27,5,N_LA_CM
SC_97438_61_47,0,N_LA_NCM
SC_97438_23_64,0,N_LA_NCM
SC_97438_37_50,0,N_LA_CM
SC_97438_26_18,3,N_LA_NCM
SC_97438_24_35,4,N_LA_CM
SC_97438_54_13,8,N_LA_NCM
SC_97438_49_24,1,N_LA_CM
SC_97438_42_52,0,N_LA_CM
SC_97438_39_37,2,N_LA_NCM
SC_97438_52_27,9,N_LA_CM
SC_97452_35_42,3,N_LA_NCM
SC_97452_6_24,4,N_LA_CM
SC_97452_30_40,10,N_LA_NCM
SC_97452_5_48,0,N_LA_CM
SC_97452_15_5,0,N_LA_CM
SC_97452_48_9,0,N_LA_CM
SC_97452_35_3,12,N_LA_CM
SC_97452_56_43,9,N_LA_NCM
SC_97452_27_8,20,N_LA_CM
SC_97452_27_6,44,N_LA_CM
SC_97452_10_42,1,N_LA_NCM
SC_97452_4_42,3,N_LA_NCM
SC_97452_54_37,5,N_LA_NCM
SC_97452_56_36,13,N_LA_NCM
SC_97452_44_0,0,N_LA_CM
SC_97452_35_46,8,N_LA_NCM
SC_97452_24_21,4,N_LA_NCM
SC_97452_41_24,0,N_LA_CM
SC_97452_8_5,0,N_LA_CM
SC_97452_18_20,6,N_LA_NCM
SC_97452_28_4,34,N_LA_CM
SC_97452_31_1,4,N_LA_CM
SC_97452_25_38,7,N_LA_NCM
SC_97452_53_24,0,N_LA_CM
SC_97452_61_5,0,N_LA_CM
SC_97452_7_26,12,N_LA_CM
SC_97452_2_40,5,N_LA_NCM
SC_97452_36_33,0,N_LA_CM
SC_97452_7_30,1,N_LA_CM
SC_97452_66_43,41,N_LA_NCM
SC_97452_26_0,0,N_LA_CM
SC_97452_28_3,75,N_LA_CM
SC_97452_29_23,19,N_LA_NCM
SC_97452_37_41,1,N_LA_NCM
SC_97452_30_39,12,N_LA_NCM
SC_97452_49_5,9,N_LA_CM
SC_97452_8_25,6,N_LA_CM
SC_97452_16_31,0,N_LA_CM
SC_97452_2_26,0,N_LA_CM
SC_97452_59_55,0,N_LA_CM
SC_97452_63_28,23,N_LA_CM
SC_97452_52_26,2,N_LA_CM
SC_97452_53_15,6,N_LA_NCM
SC_97452_48_8,0,N_LA_CM
SC_97452_59_66,15,N_LA_NCM
SC_97452_27_43,3,N_LA_NCM
SC_97452_57_23,8,N_LA_NCM
SC_97452_36_22,10,N_LA_NCM
SC_97452_41_56,0,N_LA_CM
SC_97452_47_9,0,N_LA_CM
SC_97452_33_12,19,N_LA_NCM
SC_97452_15_38,30,N_LA_NCM
SC_97452_29_25,6,N_LA_CM
SC_97452_3_45,0,N_LA_NCM
SC_97452_17_46,7,N_LA_NCM
SC_97452_27_36,17,N_LA_NCM
SC_97452_37_10,0,N_LA_CM
SC_97452_59_2,1,N_LA_CM
SC_97452_45_70,46,N_LA_NCM
SC_97452_52_37,4,N_LA_NCM
SC_97452_38_46,2,N_LA_NCM
SC_97452_17_26,1,N_LA_CM
SC_97452_43_34,0,N_LA_CM
SC_97452_24_39,14,N_LA_NCM
SC_97452_14_38,6,N_LA_NCM
SC_97452_67_27,31,N_LA_CM
SC_97452_29_8,17,N_LA_CM
SC_97452_66_37,31,N_LA_NCM
SC_97452_28_27,14,N_LA_CM
SC_97452_57_32,25,N_LA_CM
SC_97452_29_44,7,N_LA_NCM
SC_97452_3_19,2,N_LA_NCM
SC_97452_15_31,4,N_LA_CM
SC_97452_21_56,1,N_LA_CM
SC_97452_18_32,1,N_LA_CM
SC_97452_46_46,9,N_LA_NCM
SC_97452_20_5,1,N_LA_CM
SC_97452_23_60,13,N_LA_NCM
SC_97452_7_1,2,N_LA_CM
SC_97452_69_33,66,N_LA_CM
SC_97452_46_45,13,N_LA_NCM
SC_97452_58_4,1,N_LA_CM
SC_97452_69_1,16,N_LA_CM
SC_97452_71_43,6,N_LA_NCM
SC_97452_13_29,0,N_LA_CM
SC_97452_55_1,13,N_LA_CM
SC_97452_62_28,3,N_LA_CM
SC_97452_22_5,0,N_LA_CM
SC_97452_9_10,0,N_LA_CM
SC_97452_3_14,11,N_LA_NCM
SC_97452_53_30,0,N_LA_CM
SC_97452_29_18,16,N_LA_NCM
SC_97452_17_37,32,N_LA_NCM
SC_97452_32_24,16,N_LA_CM
SC_97452_7_28,2,N_LA_CM
SC_97452_2_32,0,N_LA_CM
SC_97452_47_43,13,N_LA_NCM
SC_97452_2_46,6,N_LA_NCM
SC_97452_47_5,0,N_LA_CM
SC_97452_15_21,18,N_LA_NCM
SC_97452_18_35,0,N_LA_CM
SC_97452_22_18,10,N_LA_NCM
SC_97452_29_16,21,N_LA_NCM
SC_97452_8_43,15,N_LA_NCM
SC_97452_10_34,0,N_LA_CM
SC_97452_70_22,1,N_LA_NCM
SC_97452_41_35,0,N_LA_CM
SC_97452_66_16,10,N_LA_NCM
SC_97452_48_10,23,N_LA_CM
SC_97452_4_24,1,N_LA_CM
SC_97452_19_42,23,N_LA_NCM
SC_97452_22_34,1,N_LA_CM
SC_97452_54_7,0,N_LA_CM
SC_97452_15_3,1,N_LA_CM
SC_97452_64_5,45,N_LA_CM
SC_97452_24_13,18,N_LA_NCM
SC_97452_46_24,2,N_LA_CM
SC_97452_40_36,5,N_LA_NCM
SC_97452_24_1,2,N_LA_CM
SC_97452_1_8,0,N_LA_CM
SC_97452_26_4,1,N_LA_CM
SC_97452_66_20,6,N_LA_NCM
SC_97452_60_38,4,N_LA_NCM
SC_97452_24_41,2,N_LA_NCM
SC_97452_43_43,2,N_LA_NCM
SC_97452_3_13,12,N_LA_NCM
SC_97452_32_18,11,N_LA_NCM
SC_97452_63_36,11,N_LA_NCM
SC_97452_61_8,0,N_LA_CM
SC_97452_11_35,0,N_LA_CM
SC_97452_16_4,0,N_LA_CM
SC_97452_12_19,2,N_LA_NCM
SC_97452_50_2,0,N_LA_CM
SC_97452_46_35,0,N_LA_CM
SC_97452_68_43,17,N_LA_NCM
SC_97452_2_23,11,N_LA_NCM
SC_97452_7_40,17,N_LA_NCM
SC_97452_23_40,11,N_LA_NCM
SC_97452_63_47,24,N_LA_NCM
SC_97452_7_14,9,N_LA_NCM
SC_97452_37_67,11,N_LA_NCM
SC_97452_42_37,7,N_LA_NCM
SC_97452_12_44,14,N_LA_NCM
SC_97452_62_10,0,N_LA_CM
SC_97452_48_6,1,N_LA_CM
SC_97452_8_0,1,N_LA_CM
SC_97452_23_42,9,N_LA_NCM
SC_97452_30_11,9,N_LA_CM
SC_97452_43_35,0,N_LA_CM
SC_97452_65_1,26,N_LA_CM
SC_97452_40_24,0,N_LA_CM
SC_97452_15_30,1,N_LA_CM
SC_97452_70_40,19,N_LA_NCM
SC_97452_5_6,0,N_LA_CM
SC_97452_52_41,2,N_LA_NCM
SC_97452_37_3,0,N_LA_CM
SC_97452_2_33,0,N_LA_CM
SC_97452_23_34,0,N_LA_CM
SC_97452_56_3,1,N_LA_CM
SC_97452_65_18,43,N_LA_NCM
SC_97452_31_36,9,N_LA_NCM
SC_97452_19_37,6,N_LA_NCM
SC_97452_2_19,11,N_LA_NCM
SC_97452_17_22,8,N_LA_NCM
SC_97452_22_41,5,N_LA_NCM
SC_97452_23_35,0,N_LA_CM
SC_97452_33_11,16,N_LA_CM
SC_97452_61_9,0,N_LA_CM
SC_97452_36_21,9,N_LA_NCM
SC_97452_57_10,0,N_LA_CM
SC_97452_18_13,37,N_LA_NCM
SC_97452_16_25,1,N_LA_CM
SC_97452_7_43,1,N_LA_NCM
SC_97452_33_10,13,N_LA_CM
SC_97452_33_13,13,N_LA_NCM
SC_97452_9_38,2,N_LA_NCM
SC_97452_61_36,19,N_LA_NCM
SC_97452_20_28,0,N_LA_CM
SC_97452_70_25,68,N_LA_CM
SC_97452_34_49,6,N_LA_CM
SC_97452_6_6,3,N_LA_CM
SC_97452_47_3,2,N_LA_CM
SC_97452_45_46,11,N_LA_NCM
SC_97452_46_36,1,N_LA_NCM
SC_97452_54_6,5,N_LA_CM
SC_97452_26_23,8,N_LA_NCM
SC_97452_3_21,8,N_LA_NCM
SC_97452_67_13,62,N_LA_NCM
SC_97452_53_6,0,N_LA_CM
SC_97452_15_14,31,N_LA_NCM
SC_97452_48_24,0,N_LA_CM
SC_97452_29_57,34,N_LA_CM
SC_97452_23_16,10,N_LA_NCM
SC_97452_48_41,3,N_LA_NCM
SC_97452_23_39,18,N_LA_NCM
SC_97452_8_30,0,N_LA_CM
SC_97452_45_31,0,N_LA_CM
SC_97452_44_44,14,N_LA_NCM
SC_97452_69_38,108,N_LA_NCM
SC_97452_43_39,4,N_LA_NCM
SC_97452_56_11,0,N_LA_CM
SC_97452_70_19,104,N_LA_NCM
SC_97452_6_40,2,N_LA_NCM
SC_97452_16_38,16,N_LA_NCM
SC_97452_24_16,23,N_LA_NCM
SC_97452_58_46,15,N_LA_NCM
SC_97452_1_1,1,N_LA_CM
SC_97452_15_4,0,N_LA_CM
SC_97452_10_15,30,N_LA_NCM
SC_97452_42_35,4,N_LA_CM
SC_97452_40_8,3,N_LA_CM
SC_97452_23_20,13,N_LA_NCM
SC_97452_19_13,10,N_LA_NCM
SC_97452_48_40,11,N_LA_NCM
SC_97452_12_37,52,N_LA_NCM
SC_97452_18_36,34,N_LA_NCM
SC_97452_3_44,5,N_LA_NCM
SC_97452_60_8,4,N_LA_CM
SC_97452_54_34,0,N_LA_CM
SC_97452_54_17,6,N_LA_NCM
SC_97452_41_40,5,N_LA_NCM
SC_97452_30_28,13,N_LA_CM
SC_97452_70_17,36,N_LA_NCM
SC_97452_70_35,49,N_LA_CM
SC_97452_68_41,24,N_LA_NCM
SC_97452_60_2,1,N_LA_CM
SC_97452_23_69,22,N_LA_NCM
SC_97452_36_47,3,N_LA_NCM
SC_97452_49_34,0,N_LA_CM
SC_97452_66_38,12,N_LA_NCM
SC_97452_39_45,8,N_LA_NCM
SC_97452_51_28,1,N_LA_CM
SC_97452_7_22,13,N_LA_NCM
SC_97452_55_39,2,N_LA_NCM
SC_97452_7_34,0,N_LA_CM
SC_97452_62_0,50,N_LA_CM
SC_97452_3_37,5,N_LA_NCM
SC_97452_13_27,0,N_LA_CM
SC_97452_6_41,4,N_LA_NCM
SC_97452_70_45,45,N_LA_NCM
SC_97452_41_45,3,N_LA_NCM
SC_97452_47_0,0,N_LA_CM
SC_97452_14_22,2,N_LA_NCM
SC_97452_0_28,1,N_LA_CM
SC_97452_24_44,3,N_LA_NCM
SC_97452_63_38,14,N_LA_NCM
SC_97452_50_36,13,N_LA_NCM
SC_97452_70_43,58,N_LA_NCM
SC_97452_22_25,0,N_LA_CM
SC_97452_71_20,11,N_LA_NCM
SC_97452_25_11,9,N_LA_CM
SC_97452_51_22,12,N_LA_NCM
SC_97452_64_12,12,N_LA_NCM
SC_97452_11_33,1,N_LA_CM
SC_97452_42_54,1,N_LA_CM
SC_97452_59_11,0,N_LA_CM
SC_97452_62_43,12,N_LA_NCM
SC_97452_63_5,12,N_LA_CM
SC_97452_47_32,4,N_LA_CM
SC_97452_29_27,12,N_LA_CM
SC_97452_28_38,9,N_LA_NCM
SC_97452_51_30,10,N_LA_CM
SC_97452_43_38,17,N_LA_NCM
SC_97452_63_31,44,N_LA_CM
SC_97452_12_15,6,N_LA_NCM
SC_97452_8_23,18,N_LA_NCM
SC_97452_25_30,11,N_LA_CM
SC_97452_0_16,0,N_LA_NCM
